YYYYMM,DELHI-Thermal,DELHI-Natural Gas,DELHI-Nuclear,DELHI-Hydro,DELHI-Total,HARYANA-Thermal,HARYANA-Natural Gas,HARYANA-Nuclear,HARYANA-Hydro,HARYANA-Total,HIMACHAL PRADESH-Thermal,HIMACHAL PRADESH-Natural Gas,HIMACHAL PRADESH-Nuclear,HIMACHAL PRADESH-Hydro,HIMACHAL PRADESH-Total,JAMMU AND KASHMIR-Thermal,JAMMU AND KASHMIR-Natural Gas,JAMMU AND KASHMIR-Nuclear,JAMMU AND KASHMIR-Hydro,JAMMU AND KASHMIR-Total,PUNJAB-Thermal,PUNJAB-Natural Gas,PUNJAB-Nuclear,PUNJAB-Hydro,PUNJAB-Total,RAJASTHAN-Thermal,RAJASTHAN-Natural Gas,RAJASTHAN-Nuclear,RAJASTHAN-Hydro,RAJASTHAN-Total,UTTAR PRADESH-Thermal,UTTAR PRADESH-Natural Gas,UTTAR PRADESH-Nuclear,UTTAR PRADESH-Hydro,UTTAR PRADESH-Total,UTTARAKHAND-Thermal,UTTARAKHAND-Natural Gas,UTTARAKHAND-Nuclear,UTTARAKHAND-Hydro,UTTARAKHAND-Total,CHHATTISGARH-Thermal,CHHATTISGARH-Natural Gas,CHHATTISGARH-Nuclear,CHHATTISGARH-Hydro,CHHATTISGARH-Total,GOA-Thermal,GOA-Natural Gas,GOA-Nuclear,GOA-Hydro,GOA-Total,GUJARAT-Thermal,GUJARAT-Natural Gas,GUJARAT-Nuclear,GUJARAT-Hydro,GUJARAT-Total,MADHYA PRADESH-Thermal,MADHYA PRADESH-Natural Gas,MADHYA PRADESH-Nuclear,MADHYA PRADESH-Hydro,MADHYA PRADESH-Total,MAHARASHTRA-Thermal,MAHARASHTRA-Natural Gas,MAHARASHTRA-Nuclear,MAHARASHTRA-Hydro,MAHARASHTRA-Total,ANDHRA PRADESH-Thermal,ANDHRA PRADESH-Natural Gas,ANDHRA PRADESH-Nuclear,ANDHRA PRADESH-Hydro,ANDHRA PRADESH-Total,KARNATAKA-Thermal,KARNATAKA-Natural Gas,KARNATAKA-Nuclear,KARNATAKA-Hydro,KARNATAKA-Total,KERALA-Thermal,KERALA-Natural Gas,KERALA-Nuclear,KERALA-Hydro,KERALA-Total,LAKSHADWEEP-Thermal,LAKSHADWEEP-Natural Gas,LAKSHADWEEP-Nuclear,LAKSHADWEEP-Hydro,LAKSHADWEEP-Total,PUDUCHERRY-Thermal,PUDUCHERRY-Natural Gas,PUDUCHERRY-Nuclear,PUDUCHERRY-Hydro,PUDUCHERRY-Total,TAMIL NADU-Thermal,TAMIL NADU-Natural Gas,TAMIL NADU-Nuclear,TAMIL NADU-Hydro,TAMIL NADU-Total,ANDAMAN & NICOBAR ISLANDS-Thermal,ANDAMAN & NICOBAR ISLANDS-Natural Gas,ANDAMAN & NICOBAR ISLANDS-Nuclear,ANDAMAN & NICOBAR ISLANDS-Hydro,ANDAMAN & NICOBAR ISLANDS-Total,BIHAR-Thermal,BIHAR-Natural Gas,BIHAR-Nuclear,BIHAR-Hydro,BIHAR-Total,JHARKHAND-Thermal,JHARKHAND-Natural Gas,JHARKHAND-Nuclear,JHARKHAND-Hydro,JHARKHAND-Total,ODISHA-Thermal,ODISHA-Natural Gas,ODISHA-Nuclear,ODISHA-Hydro,ODISHA-Total,SIKKIM-Thermal,SIKKIM-Natural Gas,SIKKIM-Nuclear,SIKKIM-Hydro,SIKKIM-Total,WEST BENGAL-Thermal,WEST BENGAL-Natural Gas,WEST BENGAL-Nuclear,WEST BENGAL-Hydro,WEST BENGAL-Total,ARUNACHAL PRADESH-Thermal,ARUNACHAL PRADESH-Natural Gas,ARUNACHAL PRADESH-Nuclear,ARUNACHAL PRADESH-Hydro,ARUNACHAL PRADESH-Total,ASSAM-Thermal,ASSAM-Natural Gas,ASSAM-Nuclear,ASSAM-Hydro,ASSAM-Total,MANIPUR-Thermal,MANIPUR-Natural Gas,MANIPUR-Nuclear,MANIPUR-Hydro,MANIPUR-Total,MEGHALAYA-Thermal,MEGHALAYA-Natural Gas,MEGHALAYA-Nuclear,MEGHALAYA-Hydro,MEGHALAYA-Total,MIZORAM-Thermal,MIZORAM-Natural Gas,MIZORAM-Nuclear,MIZORAM-Hydro,MIZORAM-Total,NAGALAND-Thermal,NAGALAND-Natural Gas,NAGALAND-Nuclear,NAGALAND-Hydro,NAGALAND-Total,TRIPURA-Thermal,TRIPURA-Natural Gas,TRIPURA-Nuclear,TRIPURA-Hydro,TRIPURA-Total,TELANGANA-Thermal,TELANGANA-Natural Gas,TELANGANA-Nuclear,TELANGANA-Hydro,TELANGANA-Total,LADAKH-Thermal,LADAKH-Natural Gas,LADAKH-Nuclear,LADAKH-Hydro,LADAKH-Total,INDIA-Thermal,INDIA-Natural Gas,INDIA-Nuclear,INDIA-Hydro,INDIA-Total
200811,1087.5,600.4,0,0,1687.9,2140,430,0,62.4,2632.4,0,0,0,6253.6,6253.6,0,175,0,2320.65,2495.65,2620,0,0,1142.35,3762.35,2420,856.8,740,430,4446.8,10397,1469,440,526.2,12832.2,0,0,0,3081.85,3081.85,5880,0,0,137,6017,0,48,0,0,48,4830,3240.72,440,1995,10505.72,6242.5,0,0,2438.5,8681,8450,3312,1400,3079.8,16241.8,6979.3,1875.4,0,3710.5,12565.2,2464.42,220,660,3448,6792.42,256.44,524,0,1846.7,2627.14,9.97,0,0,0,9.97,0,32.5,0,0,32.5,7148,0,440,2170.45,9758.45,60.05,0,0,5.25,65.3,2380,0,0,44.9,2424.9,3000,0,0,214,3214,3890,0,0,2011.5,5901.5,5,0,0,602,607,8924.2,190,0,1116.5,10230.7,0,0,0,423.5,423.5,60,554.5,0,325,939.5,36,0,0,90,126,0,0,0,235.2,235.2,22.92,0,0,0,22.92,0,0,0,99,99,0,211.5,0,15,226.5,0,0,0,0,0,0,0,0,0,0,79303.3,13739.82,4120,37824.85,134987.97
200812,1087.5,600.4,0,0,1687.9,2140,430,0,62.4,2632.4,0,0,0,6253.6,6253.6,0,175,0,2320.65,2495.65,2620,0,0,1142.35,3762.35,2420,856.8,740,430,4446.8,10397,1469,440,526.2,12832.2,0,0,0,3081.85,3081.85,5880,0,0,137,6017,0,48,0,0,48,4830,3240.72,440,1995,10505.72,6242.5,0,0,2438.5,8681,8450,3312,1400,3079.8,16241.8,6979.3,1875.4,0,3710.5,12565.2,2464.42,220,660,3448,6792.42,256.44,524,0,1846.7,2627.14,9.97,0,0,0,9.97,0,32.5,0,0,32.5,7148,0,440,2170.45,9758.45,60.05,0,0,5.25,65.3,2380,0,0,44.9,2424.9,3000,0,0,214,3214,3890,0,0,2011.5,5901.5,5,0,0,602,607,8924.2,190,0,1116.5,10230.7,0,0,0,423.5,423.5,60,554.5,0,325,939.5,36,0,0,90,126,0,0,0,235.2,235.2,22.92,0,0,0,22.92,0,0,0,99,99,0,211.5,0,15,226.5,0,0,0,0,0,0,0,0,0,0,79303.3,13739.82,4120,37824.85,134987.97
200901,1087.5,600.4,0,0,1687.9,2140,430,0,62.4,2632.4,0,0,0,6253.6,6253.6,0,175,0,2320.65,2495.65,2620,0,0,1142.35,3762.35,2420,856.8,740,430,4446.8,10397,1469,440,526.2,12832.2,0,0,0,3081.85,3081.85,5880,0,0,137,6017,0,48,0,0,48,4830,3240.72,440,1995,10505.72,6242.5,0,0,2438.5,8681,8450,3312,1400,3079.8,16241.8,6979.3,1875.4,0,3710.5,12565.2,2464.42,220,660,3563,6907.42,256.44,524,0,1846.7,2627.14,9.97,0,0,0,9.97,0,32.5,0,0,32.5,7148,0,440,2170.45,9758.45,60.05,0,0,5.25,65.3,2380,0,0,44.9,2424.9,3000,0,0,214,3214,3890,0,0,2011.5,5901.5,5,0,0,602,607,8924.2,190,0,1116.5,10230.7,0,0,0,423.5,423.5,60,554.5,0,325,939.5,36,0,0,95,131,0,0,0,235.2,235.2,22.92,0,0,0,22.92,0,0,0,99,99,0,211.5,0,15,226.5,0,0,0,0,0,0,0,0,0,0,79303.3,13739.82,4120,37944.85,135107.97
200902,1087.5,600.4,0,0,1687.9,2140,430,0,62.4,2632.4,0,0,0,6253.6,6253.6,0,175,0,2320.65,2495.65,2620,0,0,1142.35,3762.35,2420,856.8,740,430,4446.8,10397,1469,440,526.2,12832.2,0,0,0,3081.85,3081.85,5880,0,0,137,6017,0,48,0,0,48,4830,3240.72,440,1995,10505.72,6242.5,0,0,2438.5,8681,8450,3312,1400,3079.8,16241.8,6979.3,1875.4,0,3710.5,12565.2,2464.42,220,660,3678,7022.42,256.44,524,0,1846.7,2627.14,9.97,0,0,0,9.97,0,32.5,0,0,32.5,7148,0,440,2170.45,9758.45,60.05,0,0,5.25,65.3,2380,0,0,44.9,2424.9,3000,0,0,214,3214,3890,0,0,2011.5,5901.5,5,0,0,602,607,8924.2,190,0,1116.5,10230.7,0,0,0,423.5,423.5,60,554.5,0,325,939.5,36,0,0,95,131,0,0,0,235.2,235.2,22.92,0,0,0,22.92,0,0,0,99,99,0,211.5,0,15,226.5,0,0,0,0,0,0,0,0,0,0,79303.3,13739.82,4120,38059.85,135222.97
200903,1087.5,600.4,0,0,1687.9,2140,430,0,62.4,2632.4,0,0,0,6253.6,6253.6,0,175,0,2320.65,2495.65,2620,0,0,1142.35,3762.35,2420,856.8,740,430,4446.8,10397,1469,440,526.2,12832.2,0,0,0,3081.85,3081.85,5880,0,0,137,6017,0,48,0,0,48,4830,3240.72,440,1995,10505.72,6242.5,0,0,2438.5,8681,8700,3312,1400,3079.8,16491.8,6979.3,1875.4,0,3710.5,12565.2,2464.42,220,660,3678,7022.42,256.44,524,0,1846.7,2627.14,9.97,0,0,0,9.97,0,32.5,0,0,32.5,7148,0,440,2170.45,9758.45,60.05,0,0,5.25,65.3,2380,0,0,44.9,2424.9,3000,0,0,214,3214,3890,0,0,2011.5,5901.5,5,0,0,602,607,8924.2,190,0,1116.5,10230.7,0,0,0,423.5,423.5,60,554.5,0,325,939.5,36,0,0,95,131,0,0,0,235.2,235.2,22.92,0,0,0,22.92,0,0,0,99,99,0,211.5,0,15,226.5,0,0,0,0,0,0,0,0,0,0,79553.3,13739.82,4120,38059.85,135472.97
200904,1087.5,600.4,0,0,1687.9,2070,430,0,62.4,2562.4,0,0,0,6253.6,6253.6,0,175,0,2320.65,2495.65,2620,0,0,1142.35,3762.35,2420,856.8,740,430,4446.8,10397,1469,440,526.2,12832.2,0,0,0,3081.85,3081.85,5880,0,0,137,6017,0,48,0,0,48,4830,3623.22,440,1995,10888.22,6192.5,0,0,2438.5,8631,8700,3312,1400,3079.8,16491.8,6979.3,1603.4,0,3710.5,12293.2,2464.42,220,660,3678,7022.42,256.44,524,0,1871.7,2652.14,9.97,0,0,0,9.97,0,32.5,0,0,32.5,7148,0,440,2170.45,9758.45,60.05,0,0,5.25,65.3,2380,0,0,44.9,2424.9,3000,0,0,214,3214,3890,0,0,2011.5,5901.5,5,0,0,602,607,8924.2,190,0,1116.5,10230.7,0,0,0,423.5,423.5,60,554.5,0,325,939.5,36,0,0,100,136,0,0,0,235.2,235.2,22.92,0,0,0,22.92,0,0,0,99,99,0,211.5,0,15,226.5,0,0,0,0,0,0,0,0,0,0,79433.3,13850.32,4120,38089.85,135493.47
200905,1087.5,600.4,0,0,1687.9,2070,430,0,62.4,2562.4,0,0,0,6253.6,6253.6,0,175,0,2320.65,2495.65,2620,0,0,1142.35,3762.35,2420,856.8,740,430,4446.8,10397,1469,440,526.2,12832.2,0,0,0,3081.85,3081.85,5880,0,0,137,6017,0,48,0,0,48,4830,4005.72,440,1995,11270.72,6192.5,0,0,2438.5,8631,8700,3312,1400,3079.8,16491.8,6979.3,2067.4,0,3710.5,12757.2,2764.42,220,660,3678,7322.42,256.44,524,0,1871.7,2652.14,9.97,0,0,0,9.97,0,32.5,0,0,32.5,7148,0,440,2170.45,9758.45,60.05,0,0,5.25,65.3,2380,0,0,44.9,2424.9,3000,0,0,214,3214,3890,0,0,2011.5,5901.5,5,0,0,602,607,8924.2,190,0,1116.5,10230.7,0,0,0,423.5,423.5,60,554.5,0,325,939.5,36,0,0,100,136,0,0,0,235.2,235.2,22.92,0,0,0,22.92,0,0,0,99,99,0,211.5,0,15,226.5,0,0,0,0,0,0,0,0,0,0,79733.3,14696.82,4120,38089.85,136639.97
200906,1087.5,600.4,0,0,1687.9,2070,430,0,62.4,2562.4,0,0,0,6253.6,6253.6,0,175,0,2320.65,2495.65,2620,0,0,1142.35,3762.35,2420,856.8,740,430,4446.8,10397,1469,440,526.2,12832.2,0,0,0,3081.85,3081.85,5880,0,0,137,6017,0,48,0,0,48,4830,4005.72,440,1995,11270.72,6192.5,0,0,2438.5,8631,8700,3312,1400,3079.8,16491.8,6979.3,2347.4,0,3710.5,13037.2,2764.42,220,660,3678,7322.42,256.44,524,0,1871.7,2652.14,9.97,0,0,0,9.97,0,32.5,0,0,32.5,7148,0,440,2170.45,9758.45,60.05,0,0,5.25,65.3,2380,0,0,44.9,2424.9,3000,0,0,214,3214,3890,0,0,2011.5,5901.5,5,0,0,602,607,9134.2,190,0,1116.5,10440.7,0,0,0,423.5,423.5,60,554.5,0,325,939.5,36,0,0,100,136,0,0,0,235.2,235.2,22.92,0,0,0,22.92,0,0,0,99,99,0,211.5,0,15,226.5,0,0,0,0,0,0,0,0,0,0,79943.3,14976.82,4120,38089.85,137129.97
200907,1087.5,600.4,0,0,1687.9,2070,430,0,62.4,2562.4,0,0,0,6240.75,6240.75,0,175,0,2320.65,2495.65,2620,0,0,1142.35,3762.35,2420,856.8,740,430,4446.8,10397,1469,440,525.8,12831.8,0,0,0,3081.85,3081.85,5880,0,0,137,6017,0,48,0,0,48,4830,4005.72,440,1995,11270.72,6192.5,0,0,2458.5,8651,8700,3312,1400,3079.3,16491.3,6979.3,2347.4,0,3716.1,13042.8,2764.42,220,660,3678,7322.42,256.44,524,0,1868.5,2648.94,9.97,0,0,0,9.97,0,32.5,0,0,32.5,7148,0,440,2162.45,9750.45,60.05,0,0,5.25,65.3,2380,0,0,44.9,2424.9,3000,0,0,214,3214,3890,0,0,2011.5,5901.5,5,0,0,602,607,9134.2,190,0,1119.7,10443.9,0,0,0,423.5,423.5,60,554.5,0,325,939.5,36,0,0,100,136,0,0,0,208.2,208.2,22.92,0,0,0,22.92,0,0,0,99,99,0,211.5,0,15,226.5,0,0,0,0,0,0,0,0,0,0,79943.3,14976.82,4120,38066.7,137106.82
200908,1087.5,600.4,0,0,1687.9,2070,430,0,62.4,2562.4,0,0,0,6240.75,6240.75,0,175,0,2320.65,2495.65,2620,0,0,1142.35,3762.35,2420,856.8,740,430,4446.8,10397,1469,440,525.8,12831.8,0,0,0,3081.85,3081.85,6180,0,0,137,6317,0,48,0,0,48,5160,4005.72,440,1995,11600.72,6192.5,0,0,2458.5,8651,8700,3312,1400,3091.3,16503.3,6979.3,2347.4,0,3755.1,13081.8,3064.42,220,660,3678,7622.42,256.44,524,0,1868.5,2648.94,9.97,0,0,0,9.97,0,32.5,0,0,32.5,7148,0,440,2162.45,9750.45,60.05,0,0,5.25,65.3,2880,0,0,44.9,2924.9,3000,0,0,214,3214,3890,0,0,2011.5,5901.5,5,0,0,602,607,9134.2,190,0,1119.7,10443.9,0,0,0,423.5,423.5,60,554.5,0,325,939.5,36,0,0,100,136,0,0,0,349.2,349.2,22.92,0,0,0,22.92,0,0,0,99,99,0,211.5,0,15,226.5,0,0,0,0,0,0,0,0,0,0,81373.3,14976.82,4120,38258.7,138728.82
200909,1087.5,600.4,0,0,1687.9,2070,436.83,0,62.4,2569.23,0,0,0,6240.75,6240.75,0,175,0,2318.49,2493.49,2620,0,0,1142.35,3762.35,2865,863.13,740,430,4898.13,10402,1493.14,440,525.8,12860.94,0,0,0,3081.85,3081.85,6180,0,0,137,6317,0,48,0,0,48,5085,4409.81,440,1995,11929.81,6192.5,0,0,2458.5,8651,8700,3312,1400,3091.3,16503.3,7019.3,2347.4,0,3755.1,13121.8,3064.42,220,660,3678,7622.42,256.44,524,0,1868.5,2648.94,9.97,0,0,0,9.97,0,32.5,0,0,32.5,7148,0,440,2162.45,9750.45,60.05,0,0,5.25,65.3,2870,0,0,44.9,2914.9,2930,0,0,214,3144,3890,0,0,2011.5,5901.5,5,0,0,602,607,9134.2,190,0,1119.7,10443.9,0,0,0,423.5,423.5,60,554.5,0,325,939.5,36,0,0,100,136,0,0,0,235.2,235.2,22.92,0,0,0,22.92,0,0,0,99,99,0,211.5,0,15,226.5,0,0,0,0,0,0,0,0,0,0,81708.3,15418.21,4120,38142.54,139389.05
200910,1087.5,600.4,0,0,1687.9,2070,431.59,0,62.4,2563.99,0,0,0,6240.75,6240.75,0,175,0,2318.49,2493.49,2620,0,0,1142.35,3762.35,2865,863.13,740,430,4898.13,10402,1493.14,440,525.8,12860.94,0,0,0,3056.05,3056.05,6180,0,0,137,6317,0,48,0,0,48,5170,4409.81,440,1995,12014.81,6192.5,0,0,2458.5,8651,8700,3312,1400,3091.3,16503.3,7519.3,2347.4,0,3755.1,13621.8,3064.42,220,660,3706.8,7651.22,256.44,533.58,0,1868.5,2658.52,9.97,0,0,0,9.97,0,32.5,0,0,32.5,7148,0,440,2162.7,9750.7,60.05,0,0,5.25,65.3,2870,0,0,44.9,2914.9,2930,0,0,214,3144,3890,0,0,2011.5,5901.5,5,0,0,602,607,9393,190,0,1119.7,10702.7,0,0,0,423.5,423.5,60,554.5,0,325,939.5,36,0,0,105,141,0,0,0,235.2,235.2,22.92,0,0,0,22.92,0,0,0,99,99,0,211.5,0,15,226.5,0,0,0,0,0,0,0,0,0,0,82552.1,15422.55,4120,38150.79,140245.44
200911,1087.5,600.4,0,0,1687.9,2070,431.59,0,62.4,2563.99,0,0,0,6240.75,6240.75,0,175,0,2318.49,2493.49,2620,0,0,1142.35,3762.35,3375,863.13,740,430,5408.13,10402,1493.14,440,525.8,12860.94,0,0,0,3056.05,3056.05,6180,0,0,137,6317,0,48,0,0,48,5170,4783.81,440,1995,12388.81,6192.5,0,0,2458.5,8651,8700,3312,1400,3091.3,16503.3,7519.3,2347.4,0,3755.1,13621.8,3064.42,220,660,3706.8,7651.22,256.44,533.58,0,1868.5,2658.52,9.97,0,0,0,9.97,0,32.5,0,0,32.5,7148,0,440,2162.7,9750.7,60.05,0,0,5.25,65.3,2870,0,0,44.9,2914.9,3180,0,0,214,3394,3890,0,0,2011.5,5901.5,5,0,0,602,607,9393,190,0,1119.7,10702.7,0,0,0,423.5,423.5,60,554.5,0,325,939.5,36,0,0,105,141,0,0,0,235.2,235.2,22.92,0,0,0,22.92,0,0,0,99,99,0,211.5,0,15,226.5,0,0,0,0,0,0,0,0,0,0,83312.1,15796.55,4120,38150.79,141379.44
200912,1087.5,600.4,0,0,1687.9,2070,431.59,0,62.4,2563.99,0,0,0,6240.75,6240.75,0,175,0,2318.49,2493.49,2620,0,0,1142.35,3762.35,3375,863.13,740,430,5408.13,10402,1493.14,440,525.8,12860.94,0,0,0,3056.05,3056.05,6180,0,0,137,6317,0,48,0,0,48,5170,4783.81,440,1995,12388.81,6192.5,0,0,2458.5,8651,8700,3312,1400,3091.3,16503.3,7519.3,2347.4,0,3755.1,13621.8,3064.42,220,660,3706.8,7651.22,256.44,533.58,0,1868.5,2658.52,9.97,0,0,0,9.97,0,32.5,0,0,32.5,7148,0,440,2162.7,9750.7,60.05,0,0,5.25,65.3,2870,0,0,44.9,2914.9,3180,0,0,214,3394,3890,0,0,2011.5,5901.5,5,0,0,602,607,9393,190,0,1119.7,10702.7,0,0,0,423.5,423.5,60,554.5,0,325,939.5,36,0,0,105,141,0,0,0,235.2,235.2,22.92,0,0,0,22.92,0,0,0,99,99,0,211.5,0,15,226.5,0,0,0,0,0,0,0,0,0,0,83312.1,15796.55,4120,38150.79,141379.44
201001,1087.5,600.4,0,0,1687.9,2070,431.59,0,62.4,2563.99,0,0,0,6240.75,6240.75,0,175,0,2318.49,2493.49,2620,0,0,1142.35,3762.35,3375,863.13,740,430,5408.13,10892,1493.14,440,525.8,13350.94,0,0,0,3056.05,3056.05,6680,0,0,137,6817,0,48,0,0,48,5170,4783.81,440,1995,12388.81,6192.5,0,0,2458.5,8651,8700,3312,1400,3079.3,16491.3,7519.3,2580.4,0,3755.1,13854.8,3064.42,220,660,3706.8,7651.22,256.44,533.58,0,1868.5,2658.52,9.97,0,0,0,9.97,0,32.5,0,0,32.5,7148,0,440,2151.7,9739.7,60.05,0,0,5.25,65.3,2870,0,0,44.9,2914.9,3180,0,0,214,3394,3890,0,0,2027.5,5917.5,5,0,0,602,607,9393,190,0,1119.7,10702.7,0,0,0,423.5,423.5,60,554.5,0,325,939.5,36,0,0,105,141,0,0,0,235.2,235.2,22.92,0,0,0,22.92,0,0,0,99,99,0,211.5,0,15,226.5,0,0,0,0,0,0,0,0,0,0,84302.1,16029.55,4120,38143.79,142595.44
201002,1087.5,600.4,0,0,1687.9,2070,431.59,0,62.4,2563.99,0,0,0,6240.75,6240.75,0,175,0,2318.49,2493.49,2620,0,0,1142.35,3762.35,3375,863.13,960,430,5628.13,11192,1493.14,440,525.8,13650.94,0,0,0,3056.05,3056.05,6680,0,0,137,6817,0,48,0,0,48,5170,4783.81,440,1995,12388.81,6192.5,0,0,2458.5,8651,8950,3312,1400,3079.3,16741.3,7519.3,2580.4,0,3755.1,13854.8,3064.42,220,660,3706.8,7651.22,256.44,533.58,0,1868.5,2658.52,9.97,0,0,0,9.97,0,32.5,0,0,32.5,7148,0,440,2151.7,9739.7,60.05,0,0,5.25,65.3,2870,0,0,44.9,2914.9,3180,0,0,214,3394,3890,0,0,2027.5,5917.5,5,0,0,602,607,9393,190,0,1119.7,10702.7,0,0,0,423.5,423.5,60,554.5,0,325,939.5,36,0,0,105,141,0,0,0,235.2,235.2,22.92,0,0,0,22.92,0,0,0,99,99,0,211.5,0,15,226.5,0,0,0,0,0,0,0,0,0,0,84852.1,16029.55,4340,38143.79,143365.44
201003,1087.5,600.4,0,0,1687.9,2070,431.59,0,62.4,2563.99,0,0,0,6240.75,6240.75,0,175,0,2318.49,2493.49,2620,0,0,1142.35,3762.35,3375,863.13,960,430,5628.13,11192,1493.14,440,525.8,13650.94,0,0,0,3056.05,3056.05,6980,0,0,137,7117,0,48,0,0,48,5500,4783.81,440,1995,12718.81,6192.5,0,0,2458.5,8651,9200,3312,1400,3079.3,16991.3,7519.3,2580.4,0,3755.1,13854.8,3064.42,220,660,3706.8,7651.22,256.44,533.58,0,1868.5,2658.52,9.97,0,0,0,9.97,0,32.5,0,0,32.5,7148,0,440,2151.7,9739.7,60.05,0,0,5.25,65.3,2870,0,0,44.9,2914.9,3180,0,0,214,3394,3890,0,0,2027.5,5917.5,5,0,0,602,607,9393,190,0,1119.7,10702.7,0,0,0,423.5,423.5,60,554.5,0,325,939.5,36,0,0,105,141,0,0,0,235.2,235.2,22.92,0,0,0,22.92,0,0,0,99,99,0,211.5,0,15,226.5,0,0,0,0,0,0,0,0,0,0,85732.1,16029.55,4340,38143.79,144245.44
201004,840,600.4,0,0,1440.4,2615,431.59,0,0,3046.59,0,0,0,6156.3,6156.3,0,175,0,2220,2395,2620,0,0,1051,3671,3375,863.13,1180,411,5829.13,11192,1493.14,440,501.6,13626.74,0,0,0,3026.35,3026.35,6980,0,0,120,7100,0,48,0,0,48,5750,4783.81,440,1990,12963.81,6192.5,0,0,2395,8587.5,9200,3312,1400,2887,16799,7519.3,2580.4,0,3666.35,13766.05,3064.42,220,660,3585.4,7529.82,234.6,533.58,0,1781.5,2549.68,0,0,0,0,0,0,32.5,0,0,32.5,7138,0,440,2108.2,9686.2,40.05,0,0,0,40.05,2870,0,0,0,2870,3430,0,0,210,3640,3890,0,0,2027.5,5917.5,0,0,0,570,570,9375,170,0,1040.2,10585.2,0,0,0,405,405,60,530,0,325,915,36,0,0,105,141,0,0,0,206,206,0,0,0,0,0,0,0,0,75,75,0,211.5,0,0,211.5,0,0,0,0,0,0,0,0,0,0,86421.87,15985.05,4560,36863.4,143830.32
201005,840,600.4,0,0,1440.4,2615,431.59,0,0,3046.59,0,0,0,6156.3,6156.3,0,175,0,2220,2395,2620,0,0,1051,3671,3625,863.13,1180,411,6079.13,11192,1493.14,440,501.6,13626.74,0,0,0,3026.35,3026.35,6980,0,0,120,7100,0,48,0,0,48,5750,4783.81,440,1990,12963.81,6192.5,0,0,2395,8587.5,9195,3312,1400,2887,16794,8019.3,2580.4,0,3666.35,14266.05,3064.42,220,660,3585.4,7529.82,234.6,533.58,0,1831.5,2599.68,0,0,0,0,0,0,32.5,0,0,32.5,7138,0,440,2108.2,9686.2,40.05,0,0,0,40.05,2870,0,0,0,2870,3430,0,0,210,3640,3890,0,0,2027.5,5917.5,0,0,0,570,570,9375,170,0,1040.2,10585.2,0,0,0,405,405,60,530,0,325,915,36,0,0,105,141,0,0,0,206,206,0,0,0,0,0,0,0,0,75,75,0,211.5,0,0,211.5,0,0,0,0,0,0,0,0,0,0,87166.87,15985.05,4560,36913.4,144625.32
201006,840,600.4,0,0,1440.4,2615,431.59,0,0,3046.59,0,0,0,6156.3,6156.3,0,175,0,2260,2435,2620,0,0,1051,3671,3750,863.13,1180,411,6204.13,11492,1493.14,440,501.6,13926.74,0,0,0,3026.35,3026.35,6980,0,0,120,7100,0,48,0,0,48,5750,4783.81,440,1990,12963.81,6192.5,0,0,2395,8587.5,9330,3312,1400,2887,16929,8019.3,2580.4,0,3666.35,14266.05,3314.42,220,660,3585.4,7779.82,234.6,533.58,0,1831.5,2599.68,0,0,0,0,0,0,32.5,0,0,32.5,7138,0,440,2108.2,9686.2,40.05,0,0,0,40.05,2870,0,0,0,2870,3430,0,0,210,3640,3890,0,0,2027.5,5917.5,0,0,0,570,570,9375,170,0,1040.2,10585.2,0,0,0,405,405,60,530,0,325,915,36,0,0,105,141,0,0,0,206,206,0,0,0,0,0,0,0,0,75,75,0,211.5,0,0,211.5,0,0,0,0,0,0,0,0,0,0,87976.87,15985.05,4560,36953.4,145475.32
201007,840,600.4,0,0,1440.4,2615,431.59,0,0,3046.59,0,0,0,6156.3,6156.3,0,175,0,2340,2515,2620,0,0,1051,3671,3750,863.13,1180,411,6204.13,11492,1493.14,440,501.6,13926.74,0,0,0,3026.35,3026.35,6980,0,0,120,7100,0,48,0,0,48,5750,4783.81,440,1990,12963.81,6192.5,0,0,2395,8587.5,9330,3312,1400,2887,16929,8019.3,2878.4,0,3666.35,14564.05,3914.42,220,660,3585.4,8379.82,234.6,533.58,0,1831.5,2599.68,0,0,0,0,0,0,32.5,0,0,32.5,7138,0,440,2108.2,9686.2,40.05,0,0,0,40.05,2870,0,0,0,2870,3430,0,0,210,3640,3890,0,0,2027.5,5917.5,0,0,0,570,570,9375,170,0,1040.2,10585.2,0,0,0,405,405,60,530,0,325,915,36,0,0,105,141,0,0,0,206,206,0,0,0,0,0,0,0,0,75,75,0,211.5,0,0,211.5,0,0,0,0,0,0,0,0,0,0,88576.87,16283.05,4560,37033.4,146453.32
