YYYY-MM-DD,Capacity (MW),Type,State,GenType
01-06-2019,0,Renewable,Andaman & Nicobar,Solar Ground Based
01-06-2019,0,Renewable,Andaman & Nicobar,Solar Rooftop
01-06-2019,0,Renewable,Andaman & Nicobar,Solar Hybrid
01-06-2019,0,Renewable,Andaman & Nicobar,Solar Offgrid
01-07-2019,40.048,Non-Renewable,Andaman & Nicobar,Thermal
01-07-2019,0,Non-Renewable,Andaman & Nicobar,Natural Gas
01-07-2019,0,Non-Renewable,Andaman & Nicobar,Nuclear
01-07-2019,0,Non-Renewable,Andaman & Nicobar,Hydro
01-07-2019,5.25,Renewable,Andaman & Nicobar,Small Hydro
01-07-2019,0,Renewable,Andaman & Nicobar,Wind
01-07-2019,0,Renewable,Andaman & Nicobar,Bio Bagasse Cogen
01-07-2019,0,Renewable,Andaman & Nicobar,Bio Other Cogen
01-07-2019,0,Renewable,Andaman & Nicobar,Bio Waste
01-07-2019,7.6,Renewable,Andaman & Nicobar,Solar Ground
01-07-2019,4.13,Renewable,Andaman & Nicobar,Solar Rooftop
01-07-2019,0,Renewable,Andaman & Nicobar,Bio Waster Offgrid
01-07-2019,0,Renewable,Andaman & Nicobar,Solar Offgrid
01-07-2019,0,Renewable,Andaman & Nicobar,Solar Hybrid
01-07-2019,0,Renewable,Andaman & Nicobar,Solar Ground Based
01-07-2019,0,Renewable,Andaman & Nicobar,Solar Rooftop
01-07-2019,0,Renewable,Andaman & Nicobar,Solar Hybrid
01-07-2019,0,Renewable,Andaman & Nicobar,Solar Offgrid
01-08-2019,40.048,Non-Renewable,Andaman & Nicobar,Thermal
01-08-2019,0,Non-Renewable,Andaman & Nicobar,Natural Gas
01-08-2019,0,Non-Renewable,Andaman & Nicobar,Nuclear
01-08-2019,0,Non-Renewable,Andaman & Nicobar,Hydro
01-08-2019,5.25,Renewable,Andaman & Nicobar,Small Hydro
01-08-2019,0,Renewable,Andaman & Nicobar,Wind
01-08-2019,0,Renewable,Andaman & Nicobar,Bio Bagasse Cogen
01-08-2019,0,Renewable,Andaman & Nicobar,Bio Other Cogen
01-08-2019,0,Renewable,Andaman & Nicobar,Bio Waste
01-08-2019,7.6,Renewable,Andaman & Nicobar,Solar Ground
01-08-2019,4.13,Renewable,Andaman & Nicobar,Solar Rooftop
01-08-2019,0,Renewable,Andaman & Nicobar,Bio Waster Offgrid
01-08-2019,0,Renewable,Andaman & Nicobar,Solar Offgrid
01-08-2019,0,Renewable,Andaman & Nicobar,Solar Hybrid
01-08-2019,0,Renewable,Andaman & Nicobar,Solar Ground Based
01-08-2019,0,Renewable,Andaman & Nicobar,Solar Rooftop
01-08-2019,0,Renewable,Andaman & Nicobar,Solar Hybrid
01-08-2019,0,Renewable,Andaman & Nicobar,Solar Offgrid
01-09-2019,40.048,Non-Renewable,Andaman & Nicobar,Thermal
01-09-2019,0,Non-Renewable,Andaman & Nicobar,Natural Gas
01-09-2019,0,Non-Renewable,Andaman & Nicobar,Nuclear
01-09-2019,0,Non-Renewable,Andaman & Nicobar,Hydro
01-10-2019,40.048,Non-Renewable,Andaman & Nicobar,Thermal
01-10-2019,0,Non-Renewable,Andaman & Nicobar,Natural Gas
01-10-2019,0,Non-Renewable,Andaman & Nicobar,Nuclear
01-10-2019,0,Non-Renewable,Andaman & Nicobar,Hydro
01-10-2019,5.25,Renewable,Andaman & Nicobar,Small Hydro
01-10-2019,0,Renewable,Andaman & Nicobar,Wind
01-10-2019,0,Renewable,Andaman & Nicobar,Bio Bagasse Cogen
01-10-2019,0,Renewable,Andaman & Nicobar,Bio Other Cogen
01-10-2019,0,Renewable,Andaman & Nicobar,Bio Waste
01-10-2019,7.6,Renewable,Andaman & Nicobar,Solar Ground
01-10-2019,4.59,Renewable,Andaman & Nicobar,Solar Rooftop
01-10-2019,0,Renewable,Andaman & Nicobar,Bio Waster Offgrid
01-10-2019,0,Renewable,Andaman & Nicobar,Solar Offgrid
01-10-2019,0,Renewable,Andaman & Nicobar,Solar Hybrid
01-10-2019,0,Renewable,Andaman & Nicobar,Solar Ground Based
01-10-2019,0,Renewable,Andaman & Nicobar,Solar Rooftop
01-10-2019,0,Renewable,Andaman & Nicobar,Solar Hybrid
01-10-2019,0,Renewable,Andaman & Nicobar,Solar Offgrid
01-11-2019,40.048,Non-Renewable,Andaman & Nicobar,Thermal
01-11-2019,0,Non-Renewable,Andaman & Nicobar,Natural Gas
01-11-2019,0,Non-Renewable,Andaman & Nicobar,Nuclear
01-11-2019,0,Non-Renewable,Andaman & Nicobar,Hydro
01-12-2019,40.048,Non-Renewable,Andaman & Nicobar,Thermal
01-12-2019,0,Non-Renewable,Andaman & Nicobar,Natural Gas
01-12-2019,0,Non-Renewable,Andaman & Nicobar,Nuclear
01-12-2019,0,Non-Renewable,Andaman & Nicobar,Hydro
01-12-2019,5.25,Renewable,Andaman & Nicobar,Small Hydro
01-12-2019,0,Renewable,Andaman & Nicobar,Wind
01-12-2019,0,Renewable,Andaman & Nicobar,Bio Bagasse Cogen
01-12-2019,0,Renewable,Andaman & Nicobar,Bio Other Cogen
01-12-2019,0,Renewable,Andaman & Nicobar,Bio Waste
01-12-2019,7.6,Renewable,Andaman & Nicobar,Solar Ground
01-12-2019,4.59,Renewable,Andaman & Nicobar,Solar Rooftop
01-12-2019,0,Renewable,Andaman & Nicobar,Bio Waster Offgrid
01-12-2019,0,Renewable,Andaman & Nicobar,Solar Offgrid
01-12-2019,0,Renewable,Andaman & Nicobar,Solar Hybrid
01-12-2019,0,Renewable,Andaman & Nicobar,Solar Ground Based
01-12-2019,0,Renewable,Andaman & Nicobar,Solar Rooftop
01-12-2019,0,Renewable,Andaman & Nicobar,Solar Hybrid
01-12-2019,0,Renewable,Andaman & Nicobar,Solar Offgrid
01-01-2020,40.048,Non-Renewable,Andaman & Nicobar,Thermal
01-01-2020,0,Non-Renewable,Andaman & Nicobar,Natural Gas
01-01-2020,0,Non-Renewable,Andaman & Nicobar,Nuclear
01-01-2020,0,Non-Renewable,Andaman & Nicobar,Hydro
01-01-2020,5.25,Renewable,Andaman & Nicobar,Small Hydro
01-01-2020,0,Renewable,Andaman & Nicobar,Wind
01-01-2020,0,Renewable,Andaman & Nicobar,Bio Bagasse Cogen
01-01-2020,0,Renewable,Andaman & Nicobar,Bio Other Cogen
01-01-2020,0,Renewable,Andaman & Nicobar,Bio Waste
01-01-2020,7.6,Renewable,Andaman & Nicobar,Solar Ground
01-01-2020,4.59,Renewable,Andaman & Nicobar,Solar Rooftop
01-01-2020,0,Renewable,Andaman & Nicobar,Bio Waster Offgrid
01-01-2020,0,Renewable,Andaman & Nicobar,Solar Offgrid
01-01-2020,0,Renewable,Andaman & Nicobar,Solar Hybrid
01-01-2020,0,Renewable,Andaman & Nicobar,Solar Ground Based
01-01-2020,0,Renewable,Andaman & Nicobar,Solar Rooftop
01-01-2020,0,Renewable,Andaman & Nicobar,Solar Hybrid
01-01-2020,0,Renewable,Andaman & Nicobar,Solar Offgrid
01-02-2020,40.048,Non-Renewable,Andaman & Nicobar,Thermal
01-02-2020,0,Non-Renewable,Andaman & Nicobar,Natural Gas
01-02-2020,0,Non-Renewable,Andaman & Nicobar,Nuclear
01-02-2020,0,Non-Renewable,Andaman & Nicobar,Hydro
01-02-2020,5.25,Renewable,Andaman & Nicobar,Small Hydro
01-02-2020,0,Renewable,Andaman & Nicobar,Wind
01-02-2020,0,Renewable,Andaman & Nicobar,Bio Bagasse Cogen
01-02-2020,0,Renewable,Andaman & Nicobar,Bio Other Cogen
01-02-2020,0,Renewable,Andaman & Nicobar,Bio Waste
01-02-2020,7.6,Renewable,Andaman & Nicobar,Solar Ground
01-02-2020,4.59,Renewable,Andaman & Nicobar,Solar Rooftop
01-02-2020,0,Renewable,Andaman & Nicobar,Bio Waster Offgrid
01-02-2020,0,Renewable,Andaman & Nicobar,Solar Offgrid
01-02-2020,0,Renewable,Andaman & Nicobar,Solar Hybrid
01-02-2020,0,Renewable,Andaman & Nicobar,Solar Ground Based
01-02-2020,0,Renewable,Andaman & Nicobar,Solar Rooftop
01-02-2020,0,Renewable,Andaman & Nicobar,Solar Hybrid
01-02-2020,0,Renewable,Andaman & Nicobar,Solar Offgrid
01-03-2020,40.048,Non-Renewable,Andaman & Nicobar,Thermal
01-03-2020,0,Non-Renewable,Andaman & Nicobar,Natural Gas
01-03-2020,0,Non-Renewable,Andaman & Nicobar,Nuclear
01-03-2020,0,Non-Renewable,Andaman & Nicobar,Hydro
01-03-2020,5.25,Renewable,Andaman & Nicobar,Small Hydro
01-03-2020,0,Renewable,Andaman & Nicobar,Wind
01-03-2020,0,Renewable,Andaman & Nicobar,Bio Bagasse Cogen
01-03-2020,0,Renewable,Andaman & Nicobar,Bio Other Cogen
01-03-2020,0,Renewable,Andaman & Nicobar,Bio Waste
01-03-2020,7.6,Renewable,Andaman & Nicobar,Solar Ground
01-03-2020,4.59,Renewable,Andaman & Nicobar,Solar Rooftop
01-03-2020,0,Renewable,Andaman & Nicobar,Bio Waster Offgrid
01-03-2020,0,Renewable,Andaman & Nicobar,Solar Offgrid
01-03-2020,0,Renewable,Andaman & Nicobar,Solar Hybrid
01-03-2020,0,Renewable,Andaman & Nicobar,Solar Ground Based
01-03-2020,0,Renewable,Andaman & Nicobar,Solar Rooftop
01-03-2020,0,Renewable,Andaman & Nicobar,Solar Hybrid
01-03-2020,0,Renewable,Andaman & Nicobar,Solar Offgrid
01-04-2020,40.048,Non-Renewable,Andaman & Nicobar,Thermal
01-04-2020,0,Non-Renewable,Andaman & Nicobar,Natural Gas
01-04-2020,0,Non-Renewable,Andaman & Nicobar,Nuclear
01-04-2020,0,Non-Renewable,Andaman & Nicobar,Hydro
01-05-2020,40.048,Non-Renewable,Andaman & Nicobar,Thermal
01-05-2020,0,Non-Renewable,Andaman & Nicobar,Natural Gas
01-05-2020,0,Non-Renewable,Andaman & Nicobar,Nuclear
01-05-2020,0,Non-Renewable,Andaman & Nicobar,Hydro
01-05-2020,5.25,Renewable,Andaman & Nicobar,Small Hydro
01-05-2020,0,Renewable,Andaman & Nicobar,Wind
01-05-2020,0,Renewable,Andaman & Nicobar,Bio Bagasse Cogen
01-05-2020,0,Renewable,Andaman & Nicobar,Bio Other Cogen
01-05-2020,0,Renewable,Andaman & Nicobar,Bio Waste
01-05-2020,7.6,Renewable,Andaman & Nicobar,Solar Ground
01-05-2020,4.59,Renewable,Andaman & Nicobar,Solar Rooftop
01-05-2020,0,Renewable,Andaman & Nicobar,Bio Waster Offgrid
01-05-2020,0,Renewable,Andaman & Nicobar,Solar Offgrid
01-05-2020,0,Renewable,Andaman & Nicobar,Solar Hybrid
01-05-2020,0,Renewable,Andaman & Nicobar,Solar Ground Based
01-05-2020,0,Renewable,Andaman & Nicobar,Solar Rooftop
01-05-2020,0,Renewable,Andaman & Nicobar,Solar Hybrid
01-05-2020,0,Renewable,Andaman & Nicobar,Solar Offgrid
01-06-2020,40.048,Non-Renewable,Andaman & Nicobar,Thermal
01-06-2020,0,Non-Renewable,Andaman & Nicobar,Natural Gas
01-06-2020,0,Non-Renewable,Andaman & Nicobar,Nuclear
01-06-2020,0,Non-Renewable,Andaman & Nicobar,Hydro
01-06-2020,5.25,Renewable,Andaman & Nicobar,Small Hydro
01-06-2020,0,Renewable,Andaman & Nicobar,Wind
01-06-2020,0,Renewable,Andaman & Nicobar,Bio Bagasse Cogen
01-06-2020,0,Renewable,Andaman & Nicobar,Bio Other Cogen
01-06-2020,0,Renewable,Andaman & Nicobar,Bio Waste
01-06-2020,7.6,Renewable,Andaman & Nicobar,Solar Ground
01-06-2020,4.59,Renewable,Andaman & Nicobar,Solar Rooftop
01-06-2020,0,Renewable,Andaman & Nicobar,Bio Waster Offgrid
01-06-2020,0,Renewable,Andaman & Nicobar,Solar Offgrid
01-06-2020,0,Renewable,Andaman & Nicobar,Solar Hybrid
01-06-2020,0,Renewable,Andaman & Nicobar,Solar Ground Based
01-06-2020,0,Renewable,Andaman & Nicobar,Solar Rooftop
01-06-2020,0,Renewable,Andaman & Nicobar,Solar Hybrid
01-06-2020,0,Renewable,Andaman & Nicobar,Solar Offgrid
01-07-2020,40.048,Non-Renewable,Andaman & Nicobar,Thermal
01-07-2020,0,Non-Renewable,Andaman & Nicobar,Natural Gas
01-07-2020,0,Non-Renewable,Andaman & Nicobar,Nuclear
01-07-2020,0,Non-Renewable,Andaman & Nicobar,Hydro
01-08-2020,40.048,Non-Renewable,Andaman & Nicobar,Thermal
01-08-2020,0,Non-Renewable,Andaman & Nicobar,Natural Gas
01-08-2020,0,Non-Renewable,Andaman & Nicobar,Nuclear
01-08-2020,0,Non-Renewable,Andaman & Nicobar,Hydro
01-08-2020,5.25,Renewable,Andaman & Nicobar,Small Hydro
01-08-2020,0,Renewable,Andaman & Nicobar,Wind
01-08-2020,0,Renewable,Andaman & Nicobar,Bio Bagasse Cogen
01-08-2020,0,Renewable,Andaman & Nicobar,Bio Other Cogen
01-08-2020,0,Renewable,Andaman & Nicobar,Bio Waste
01-08-2020,24.63,Renewable,Andaman & Nicobar,Solar Ground
01-08-2020,4.59,Renewable,Andaman & Nicobar,Solar Rooftop
01-08-2020,0,Renewable,Andaman & Nicobar,Bio Waster Offgrid
01-08-2020,0,Renewable,Andaman & Nicobar,Solar Offgrid
01-08-2020,0,Renewable,Andaman & Nicobar,Solar Hybrid
01-08-2020,0,Renewable,Andaman & Nicobar,Solar Ground Based
01-08-2020,0,Renewable,Andaman & Nicobar,Solar Rooftop
01-08-2020,0,Renewable,Andaman & Nicobar,Solar Hybrid
01-08-2020,0,Renewable,Andaman & Nicobar,Solar Offgrid
01-09-2020,40.048,Non-Renewable,Andaman & Nicobar,Thermal
01-09-2020,0,Non-Renewable,Andaman & Nicobar,Natural Gas
01-09-2020,0,Non-Renewable,Andaman & Nicobar,Nuclear
01-09-2020,0,Non-Renewable,Andaman & Nicobar,Hydro
01-09-2020,5.25,Renewable,Andaman & Nicobar,Small Hydro
01-09-2020,0,Renewable,Andaman & Nicobar,Wind
01-09-2020,0,Renewable,Andaman & Nicobar,Bio Bagasse Cogen
01-09-2020,0,Renewable,Andaman & Nicobar,Bio Other Cogen
01-09-2020,0,Renewable,Andaman & Nicobar,Bio Waste
01-09-2020,24.63,Renewable,Andaman & Nicobar,Solar Ground
01-09-2020,4.59,Renewable,Andaman & Nicobar,Solar Rooftop
01-09-2020,0,Renewable,Andaman & Nicobar,Bio Waster Offgrid
01-09-2020,0,Renewable,Andaman & Nicobar,Solar Offgrid
01-09-2020,0,Renewable,Andaman & Nicobar,Solar Hybrid
01-09-2020,0,Renewable,Andaman & Nicobar,Solar Ground Based
01-09-2020,0,Renewable,Andaman & Nicobar,Solar Rooftop
01-09-2020,0,Renewable,Andaman & Nicobar,Solar Hybrid
01-09-2020,0,Renewable,Andaman & Nicobar,Solar Offgrid
01-10-2020,40.048,Non-Renewable,Andaman & Nicobar,Thermal
01-10-2020,0,Non-Renewable,Andaman & Nicobar,Natural Gas
01-10-2020,0,Non-Renewable,Andaman & Nicobar,Nuclear
01-10-2020,0,Non-Renewable,Andaman & Nicobar,Hydro
01-10-2020,5.25,Renewable,Andaman & Nicobar,Small Hydro
01-10-2020,0,Renewable,Andaman & Nicobar,Wind
01-10-2020,0,Renewable,Andaman & Nicobar,Bio Bagasse Cogen
01-10-2020,0,Renewable,Andaman & Nicobar,Bio Other Cogen
01-10-2020,0,Renewable,Andaman & Nicobar,Bio Waste
01-10-2020,24.63,Renewable,Andaman & Nicobar,Solar Ground
01-10-2020,4.59,Renewable,Andaman & Nicobar,Solar Rooftop
01-10-2020,0,Renewable,Andaman & Nicobar,Bio Waster Offgrid
01-10-2020,0,Renewable,Andaman & Nicobar,Solar Offgrid
01-10-2020,0,Renewable,Andaman & Nicobar,Solar Hybrid
01-10-2020,0,Renewable,Andaman & Nicobar,Solar Ground Based
01-10-2020,0,Renewable,Andaman & Nicobar,Solar Rooftop
01-10-2020,0,Renewable,Andaman & Nicobar,Solar Hybrid
01-10-2020,0,Renewable,Andaman & Nicobar,Solar Offgrid
01-11-2020,40.048,Non-Renewable,Andaman & Nicobar,Thermal
01-11-2020,0,Non-Renewable,Andaman & Nicobar,Natural Gas
01-11-2020,0,Non-Renewable,Andaman & Nicobar,Nuclear
01-11-2020,0,Non-Renewable,Andaman & Nicobar,Hydro
01-11-2020,5.25,Renewable,Andaman & Nicobar,Small Hydro
01-11-2020,0,Renewable,Andaman & Nicobar,Wind
01-11-2020,0,Renewable,Andaman & Nicobar,Bio Bagasse Cogen
01-11-2020,0,Renewable,Andaman & Nicobar,Bio Other Cogen
01-11-2020,0,Renewable,Andaman & Nicobar,Bio Waste
01-11-2020,24.63,Renewable,Andaman & Nicobar,Solar Ground
01-11-2020,4.59,Renewable,Andaman & Nicobar,Solar Rooftop
01-11-2020,0,Renewable,Andaman & Nicobar,Bio Waster Offgrid
01-11-2020,0,Renewable,Andaman & Nicobar,Solar Offgrid
01-11-2020,0,Renewable,Andaman & Nicobar,Solar Hybrid
01-11-2020,0,Renewable,Andaman & Nicobar,Solar Ground Based
01-11-2020,0,Renewable,Andaman & Nicobar,Solar Rooftop
01-11-2020,0,Renewable,Andaman & Nicobar,Solar Hybrid
01-11-2020,0,Renewable,Andaman & Nicobar,Solar Offgrid
01-12-2020,40.048,Non-Renewable,Andaman & Nicobar,Thermal
01-12-2020,0,Non-Renewable,Andaman & Nicobar,Natural Gas
01-12-2020,0,Non-Renewable,Andaman & Nicobar,Nuclear
01-12-2020,0,Non-Renewable,Andaman & Nicobar,Hydro
01-12-2020,5.25,Renewable,Andaman & Nicobar,Small Hydro
01-12-2020,0,Renewable,Andaman & Nicobar,Wind
01-12-2020,0,Renewable,Andaman & Nicobar,Bio Bagasse Cogen
01-12-2020,0,Renewable,Andaman & Nicobar,Bio Other Cogen
01-12-2020,0,Renewable,Andaman & Nicobar,Bio Waste
01-12-2020,24.63,Renewable,Andaman & Nicobar,Solar Ground
01-12-2020,4.59,Renewable,Andaman & Nicobar,Solar Rooftop
01-12-2020,0,Renewable,Andaman & Nicobar,Bio Waster Offgrid
01-12-2020,0,Renewable,Andaman & Nicobar,Solar Offgrid
01-12-2020,0,Renewable,Andaman & Nicobar,Solar Hybrid
01-12-2020,0,Renewable,Andaman & Nicobar,Solar Ground Based
01-12-2020,0,Renewable,Andaman & Nicobar,Solar Rooftop
01-12-2020,0,Renewable,Andaman & Nicobar,Solar Hybrid
01-12-2020,0,Renewable,Andaman & Nicobar,Solar Offgrid
01-01-2021,40.048,Non-Renewable,Andaman & Nicobar,Thermal
01-01-2021,0,Non-Renewable,Andaman & Nicobar,Natural Gas
01-01-2021,0,Non-Renewable,Andaman & Nicobar,Nuclear
01-01-2021,0,Non-Renewable,Andaman & Nicobar,Hydro
01-01-2021,5.25,Renewable,Andaman & Nicobar,Small Hydro
01-01-2021,0,Renewable,Andaman & Nicobar,Wind
01-01-2021,0,Renewable,Andaman & Nicobar,Bio Bagasse Cogen
01-01-2021,0,Renewable,Andaman & Nicobar,Bio Other Cogen
01-01-2021,0,Renewable,Andaman & Nicobar,Bio Waste
01-01-2021,24.63,Renewable,Andaman & Nicobar,Solar Ground
01-01-2021,4.59,Renewable,Andaman & Nicobar,Solar Rooftop
01-01-2021,0,Renewable,Andaman & Nicobar,Bio Waster Offgrid
01-01-2021,0,Renewable,Andaman & Nicobar,Solar Offgrid
01-01-2021,0,Renewable,Andaman & Nicobar,Solar Hybrid
01-01-2021,0,Renewable,Andaman & Nicobar,Solar Ground Based
01-01-2021,0,Renewable,Andaman & Nicobar,Solar Rooftop
01-01-2021,0,Renewable,Andaman & Nicobar,Solar Hybrid
01-01-2021,0,Renewable,Andaman & Nicobar,Solar Offgrid
01-02-2021,40.048,Non-Renewable,Andaman & Nicobar,Thermal
01-02-2021,0,Non-Renewable,Andaman & Nicobar,Natural Gas
01-02-2021,0,Non-Renewable,Andaman & Nicobar,Nuclear
01-02-2021,0,Non-Renewable,Andaman & Nicobar,Hydro
01-02-2021,5.25,Renewable,Andaman & Nicobar,Small Hydro
01-02-2021,0,Renewable,Andaman & Nicobar,Wind
01-02-2021,0,Renewable,Andaman & Nicobar,Bio Bagasse Cogen
01-02-2021,0,Renewable,Andaman & Nicobar,Bio Other Cogen
01-02-2021,0,Renewable,Andaman & Nicobar,Bio Waste
01-02-2021,24.63,Renewable,Andaman & Nicobar,Solar Ground
01-02-2021,4.59,Renewable,Andaman & Nicobar,Solar Rooftop
01-02-2021,0,Renewable,Andaman & Nicobar,Bio Waster Offgrid
01-02-2021,0,Renewable,Andaman & Nicobar,Solar Offgrid
01-02-2021,0,Renewable,Andaman & Nicobar,Solar Hybrid
01-02-2021,0,Renewable,Andaman & Nicobar,Solar Ground Based
01-02-2021,0,Renewable,Andaman & Nicobar,Solar Rooftop
01-02-2021,0,Renewable,Andaman & Nicobar,Solar Hybrid
01-02-2021,0,Renewable,Andaman & Nicobar,Solar Offgrid
01-03-2021,40.048,Non-Renewable,Andaman & Nicobar,Thermal
01-03-2021,0,Non-Renewable,Andaman & Nicobar,Natural Gas
01-03-2021,0,Non-Renewable,Andaman & Nicobar,Nuclear
01-03-2021,0,Non-Renewable,Andaman & Nicobar,Hydro
01-03-2021,5.25,Renewable,Andaman & Nicobar,Small Hydro
01-03-2021,0,Renewable,Andaman & Nicobar,Wind
01-03-2021,0,Renewable,Andaman & Nicobar,Bio Bagasse Cogen
01-03-2021,0,Renewable,Andaman & Nicobar,Bio Other Cogen
01-03-2021,0,Renewable,Andaman & Nicobar,Bio Waste
01-03-2021,24.63,Renewable,Andaman & Nicobar,Solar Ground
01-03-2021,4.59,Renewable,Andaman & Nicobar,Solar Rooftop
01-03-2021,0,Renewable,Andaman & Nicobar,Bio Waster Offgrid
01-03-2021,0,Renewable,Andaman & Nicobar,Solar Offgrid
01-03-2021,0,Renewable,Andaman & Nicobar,Solar Hybrid
01-03-2021,0,Renewable,Andaman & Nicobar,Solar Ground Based
01-03-2021,0,Renewable,Andaman & Nicobar,Solar Rooftop
01-03-2021,0,Renewable,Andaman & Nicobar,Solar Hybrid
01-03-2021,0,Renewable,Andaman & Nicobar,Solar Offgrid
01-04-2021,40.048,Non-Renewable,Andaman & Nicobar,Thermal
01-04-2021,0,Non-Renewable,Andaman & Nicobar,Natural Gas
01-04-2021,0,Non-Renewable,Andaman & Nicobar,Nuclear
01-04-2021,0,Non-Renewable,Andaman & Nicobar,Hydro
01-05-2021,40.048,Non-Renewable,Andaman & Nicobar,Thermal
01-05-2021,0,Non-Renewable,Andaman & Nicobar,Natural Gas
01-05-2021,0,Non-Renewable,Andaman & Nicobar,Nuclear
01-05-2021,0,Non-Renewable,Andaman & Nicobar,Hydro
01-05-2021,5.25,Renewable,Andaman & Nicobar,Small Hydro
01-05-2021,0,Renewable,Andaman & Nicobar,Wind
01-05-2021,0,Renewable,Andaman & Nicobar,Bio Bagasse Cogen
01-05-2021,0,Renewable,Andaman & Nicobar,Bio Other Cogen
01-05-2021,0,Renewable,Andaman & Nicobar,Bio Waste
