YYYY-MM-DD,Capacity (MW),Type,State,GenType
01-03-2019,0,Renewable,Karnataka,SolarRooftopSolar
01-03-2019,0,Renewable,Karnataka,SolarHybridSolarComp
01-03-2019,0,Renewable,Karnataka,SolarOffgridSolar
01-03-2019,222.02,Renewable,Kerala,SmallHydro
01-03-2019,52.5,Renewable,Kerala,Wind
01-03-2019,0,Renewable,Kerala,BioBagasseCogen
01-03-2019,0.72,Renewable,Kerala,BioOtherCogen
01-03-2019,0,Renewable,Kerala,BioWaste
01-03-2019,0.72,Renewable,Kerala,BioTotal
01-03-2019,100,Renewable,Kerala,SolarGround
01-03-2019,38.59,Renewable,Kerala,SolarRoofTop
01-03-2019,138.59,Renewable,Kerala,SolarTotal
01-03-2019,413.83,Renewable,Kerala,TotalCapacity
01-03-2019,0,Renewable,Kerala,BioWasteOffgrid
01-03-2019,0,Renewable,Kerala,SolarOffgrid
01-03-2019,0,Renewable,Kerala,SolarinHybrid
01-03-2019,0,Renewable,Kerala,SolarGroundSolar
01-03-2019,0,Renewable,Kerala,SolarRooftopSolar
01-03-2019,0,Renewable,Kerala,SolarHybridSolarComp
01-03-2019,0,Renewable,Kerala,SolarOffgridSolar
01-03-2019,95.91,Renewable,Madhya Pradesh,SmallHydro
01-03-2019,2519.89,Renewable,Madhya Pradesh,Wind
01-03-2019,93,Renewable,Madhya Pradesh,BioBagasseCogen
01-03-2019,12.35,Renewable,Madhya Pradesh,BioOtherCogen
01-03-2019,15.4,Renewable,Madhya Pradesh,BioWaste
01-03-2019,120.75,Renewable,Madhya Pradesh,BioTotal
01-03-2019,1806.53,Renewable,Madhya Pradesh,SolarGround
01-03-2019,33.63,Renewable,Madhya Pradesh,SolarRoofTop
01-03-2019,1840.16,Renewable,Madhya Pradesh,SolarTotal
01-03-2019,4576.71,Renewable,Madhya Pradesh,TotalCapacity
01-03-2019,0,Renewable,Madhya Pradesh,BioWasteOffgrid
01-03-2019,0,Renewable,Madhya Pradesh,SolarOffgrid
01-03-2019,0,Renewable,Madhya Pradesh,SolarinHybrid
01-03-2019,0,Renewable,Madhya Pradesh,SolarGroundSolar
01-03-2019,0,Renewable,Madhya Pradesh,SolarRooftopSolar
01-03-2019,0,Renewable,Madhya Pradesh,SolarHybridSolarComp
01-03-2019,0,Renewable,Madhya Pradesh,SolarOffgridSolar
01-03-2019,375.57,Renewable,Maharashtra,SmallHydro
01-03-2019,4794.13,Renewable,Maharashtra,Wind
01-03-2019,2499.7,Renewable,Maharashtra,BioBagasseCogen
01-03-2019,16.4,Renewable,Maharashtra,BioOtherCogen
01-03-2019,12.59,Renewable,Maharashtra,BioWaste
01-03-2019,2528.69,Renewable,Maharashtra,BioTotal
01-03-2019,1447.3,Renewable,Maharashtra,SolarGround
01-03-2019,186.24,Renewable,Maharashtra,SolarRoofTop
01-03-2019,1633.54,Renewable,Maharashtra,SolarTotal
01-03-2019,9331.93,Renewable,Maharashtra,TotalCapacity
01-03-2019,0,Renewable,Maharashtra,BioWasteOffgrid
01-03-2019,0,Renewable,Maharashtra,SolarOffgrid
01-03-2019,0,Renewable,Maharashtra,SolarinHybrid
01-03-2019,0,Renewable,Maharashtra,SolarGroundSolar
01-03-2019,0,Renewable,Maharashtra,SolarRooftopSolar
01-03-2019,0,Renewable,Maharashtra,SolarHybridSolarComp
01-03-2019,0,Renewable,Maharashtra,SolarOffgridSolar
01-03-2019,5.45,Renewable,Manipur,SmallHydro
01-03-2019,0,Renewable,Manipur,Wind
01-03-2019,0,Renewable,Manipur,BioBagasseCogen
01-03-2019,0,Renewable,Manipur,BioOtherCogen
01-03-2019,0,Renewable,Manipur,BioWaste
01-03-2019,0,Renewable,Manipur,BioTotal
01-03-2019,0,Renewable,Manipur,SolarGround
01-03-2019,3.44,Renewable,Manipur,SolarRoofTop
01-03-2019,3.44,Renewable,Manipur,SolarTotal
01-03-2019,8.89,Renewable,Manipur,TotalCapacity
01-03-2019,0,Renewable,Manipur,BioWasteOffgrid
01-03-2019,0,Renewable,Manipur,SolarOffgrid
01-03-2019,0,Renewable,Manipur,SolarinHybrid
01-03-2019,0,Renewable,Manipur,SolarGroundSolar
01-03-2019,0,Renewable,Manipur,SolarRooftopSolar
01-03-2019,0,Renewable,Manipur,SolarHybridSolarComp
01-03-2019,0,Renewable,Manipur,SolarOffgridSolar
01-03-2019,32.53,Renewable,Meghalaya,SmallHydro
01-03-2019,0,Renewable,Meghalaya,Wind
01-03-2019,0,Renewable,Meghalaya,BioBagasseCogen
01-03-2019,13.8,Renewable,Meghalaya,BioOtherCogen
01-03-2019,0,Renewable,Meghalaya,BioWaste
01-03-2019,13.8,Renewable,Meghalaya,BioTotal
01-03-2019,0,Renewable,Meghalaya,SolarGround
01-03-2019,0.12,Renewable,Meghalaya,SolarRoofTop
01-03-2019,0.12,Renewable,Meghalaya,SolarTotal
01-03-2019,46.45,Renewable,Meghalaya,TotalCapacity
01-03-2019,0,Renewable,Meghalaya,BioWasteOffgrid
01-03-2019,0,Renewable,Meghalaya,SolarOffgrid
01-03-2019,0,Renewable,Meghalaya,SolarinHybrid
01-03-2019,0,Renewable,Meghalaya,SolarGroundSolar
01-03-2019,0,Renewable,Meghalaya,SolarRooftopSolar
01-03-2019,0,Renewable,Meghalaya,SolarHybridSolarComp
01-03-2019,0,Renewable,Meghalaya,SolarOffgridSolar
01-03-2019,36.47,Renewable,Mizoram,SmallHydro
01-03-2019,0,Renewable,Mizoram,Wind
01-03-2019,0,Renewable,Mizoram,BioBagasseCogen
01-03-2019,0,Renewable,Mizoram,BioOtherCogen
01-03-2019,0,Renewable,Mizoram,BioWaste
01-03-2019,0,Renewable,Mizoram,BioTotal
01-03-2019,0.1,Renewable,Mizoram,SolarGround
01-03-2019,0.4,Renewable,Mizoram,SolarRoofTop
01-03-2019,0.5,Renewable,Mizoram,SolarTotal
01-03-2019,36.97,Renewable,Mizoram,TotalCapacity
01-03-2019,0,Renewable,Mizoram,BioWasteOffgrid
01-03-2019,0,Renewable,Mizoram,SolarOffgrid
01-03-2019,0,Renewable,Mizoram,SolarinHybrid
01-03-2019,0,Renewable,Mizoram,SolarGroundSolar
01-03-2019,0,Renewable,Mizoram,SolarRooftopSolar
01-03-2019,0,Renewable,Mizoram,SolarHybridSolarComp
01-03-2019,0,Renewable,Mizoram,SolarOffgridSolar
01-03-2019,30.67,Renewable,Nagaland,SmallHydro
01-03-2019,0,Renewable,Nagaland,Wind
01-03-2019,0,Renewable,Nagaland,BioBagasseCogen
01-03-2019,0,Renewable,Nagaland,BioOtherCogen
01-03-2019,0,Renewable,Nagaland,BioWaste
01-03-2019,0,Renewable,Nagaland,BioTotal
01-03-2019,0,Renewable,Nagaland,SolarGround
01-03-2019,1,Renewable,Nagaland,SolarRoofTop
01-03-2019,1,Renewable,Nagaland,SolarTotal
01-03-2019,31.67,Renewable,Nagaland,TotalCapacity
01-03-2019,0,Renewable,Nagaland,BioWasteOffgrid
01-03-2019,0,Renewable,Nagaland,SolarOffgrid
01-03-2019,0,Renewable,Nagaland,SolarinHybrid
01-03-2019,0,Renewable,Nagaland,SolarGroundSolar
01-03-2019,0,Renewable,Nagaland,SolarRooftopSolar
01-03-2019,0,Renewable,Nagaland,SolarHybridSolarComp
01-03-2019,0,Renewable,Nagaland,SolarOffgridSolar
01-03-2019,64.625,Renewable,Odisha,SmallHydro
01-03-2019,0,Renewable,Odisha,Wind
01-03-2019,50.4,Renewable,Odisha,BioBagasseCogen
01-03-2019,8.82,Renewable,Odisha,BioOtherCogen
01-03-2019,0,Renewable,Odisha,BioWaste
01-03-2019,59.22,Renewable,Odisha,BioTotal
01-03-2019,383.56,Renewable,Odisha,SolarGround
01-03-2019,11.17,Renewable,Odisha,SolarRoofTop
01-03-2019,394.73,Renewable,Odisha,SolarTotal
01-03-2019,518.575,Renewable,Odisha,TotalCapacity
01-03-2019,0,Renewable,Odisha,BioWasteOffgrid
01-03-2019,0,Renewable,Odisha,SolarOffgrid
01-03-2019,0,Renewable,Odisha,SolarinHybrid
01-03-2019,0,Renewable,Odisha,SolarGroundSolar
01-03-2019,0,Renewable,Odisha,SolarRooftopSolar
01-03-2019,0,Renewable,Odisha,SolarHybridSolarComp
01-03-2019,0,Renewable,Odisha,SolarOffgridSolar
01-03-2019,173.55,Renewable,Punjab,SmallHydro
01-03-2019,0,Renewable,Punjab,Wind
01-03-2019,194,Renewable,Punjab,BioBagasseCogen
01-03-2019,123.1,Renewable,Punjab,BioOtherCogen
01-03-2019,9.25,Renewable,Punjab,BioWaste
01-03-2019,326.35,Renewable,Punjab,BioTotal
01-03-2019,828.1,Renewable,Punjab,SolarGround
01-03-2019,77.52,Renewable,Punjab,SolarRoofTop
01-03-2019,905.62,Renewable,Punjab,SolarTotal
01-03-2019,1405.52,Renewable,Punjab,TotalCapacity
01-03-2019,0,Renewable,Punjab,BioWasteOffgrid
01-03-2019,0,Renewable,Punjab,SolarOffgrid
01-03-2019,0,Renewable,Punjab,SolarinHybrid
01-03-2019,0,Renewable,Punjab,SolarGroundSolar
01-03-2019,0,Renewable,Punjab,SolarRooftopSolar
01-03-2019,0,Renewable,Punjab,SolarHybridSolarComp
01-03-2019,0,Renewable,Punjab,SolarOffgridSolar
01-03-2019,23.85,Renewable,Rajasthan,SmallHydro
01-03-2019,4299.72,Renewable,Rajasthan,Wind
01-03-2019,119.3,Renewable,Rajasthan,BioBagasseCogen
01-03-2019,2,Renewable,Rajasthan,BioOtherCogen
01-03-2019,0,Renewable,Rajasthan,BioWaste
01-03-2019,121.3,Renewable,Rajasthan,BioTotal
01-03-2019,3072.43,Renewable,Rajasthan,SolarGround
01-03-2019,154.36,Renewable,Rajasthan,SolarRoofTop
01-03-2019,3226.79,Renewable,Rajasthan,SolarTotal
01-03-2019,7671.66,Renewable,Rajasthan,TotalCapacity
01-03-2019,0,Renewable,Rajasthan,BioWasteOffgrid
01-03-2019,0,Renewable,Rajasthan,SolarOffgrid
01-03-2019,0,Renewable,Rajasthan,SolarinHybrid
01-03-2019,0,Renewable,Rajasthan,SolarGroundSolar
01-03-2019,0,Renewable,Rajasthan,SolarRooftopSolar
01-03-2019,0,Renewable,Rajasthan,SolarHybridSolarComp
01-03-2019,0,Renewable,Rajasthan,SolarOffgridSolar
01-03-2019,52.11,Renewable,Sikkim,SmallHydro
01-03-2019,0,Renewable,Sikkim,Wind
01-03-2019,0,Renewable,Sikkim,BioBagasseCogen
01-03-2019,0,Renewable,Sikkim,BioOtherCogen
01-03-2019,0,Renewable,Sikkim,BioWaste
01-03-2019,0,Renewable,Sikkim,BioTotal
01-03-2019,0,Renewable,Sikkim,SolarGround
01-03-2019,0.01,Renewable,Sikkim,SolarRoofTop
01-03-2019,0.01,Renewable,Sikkim,SolarTotal
01-03-2019,52.12,Renewable,Sikkim,TotalCapacity
01-03-2019,0,Renewable,Sikkim,BioWasteOffgrid
01-03-2019,0,Renewable,Sikkim,SolarOffgrid
01-03-2019,0,Renewable,Sikkim,SolarinHybrid
01-03-2019,0,Renewable,Sikkim,SolarGroundSolar
01-03-2019,0,Renewable,Sikkim,SolarRooftopSolar
01-03-2019,0,Renewable,Sikkim,SolarHybridSolarComp
01-03-2019,0,Renewable,Sikkim,SolarOffgridSolar
01-03-2019,123.05,Renewable,Tamil Nadu,SmallHydro
01-03-2019,8968.905,Renewable,Tamil Nadu,Wind
01-03-2019,969,Renewable,Tamil Nadu,BioBagasseCogen
01-03-2019,28.55,Renewable,Tamil Nadu,BioOtherCogen
01-03-2019,6.4,Renewable,Tamil Nadu,BioWaste
01-03-2019,1003.95,Renewable,Tamil Nadu,BioTotal
01-03-2019,2432.27,Renewable,Tamil Nadu,SolarGround
01-03-2019,142.95,Renewable,Tamil Nadu,SolarRoofTop
01-03-2019,2575.22,Renewable,Tamil Nadu,SolarTotal
01-03-2019,12671.125,Renewable,Tamil Nadu,TotalCapacity
01-03-2019,0,Renewable,Tamil Nadu,BioWasteOffgrid
01-03-2019,0,Renewable,Tamil Nadu,SolarOffgrid
01-03-2019,0,Renewable,Tamil Nadu,SolarinHybrid
01-03-2019,0,Renewable,Tamil Nadu,SolarGroundSolar
01-03-2019,0,Renewable,Tamil Nadu,SolarRooftopSolar
01-03-2019,0,Renewable,Tamil Nadu,SolarHybridSolarComp
01-03-2019,0,Renewable,Tamil Nadu,SolarOffgridSolar
01-03-2019,90.87,Renewable,Telangana,SmallHydro
01-03-2019,128.1,Renewable,Telangana,Wind
01-03-2019,158.1,Renewable,Telangana,BioBagasseCogen
01-03-2019,1,Renewable,Telangana,BioOtherCogen
01-03-2019,18.5,Renewable,Telangana,BioWaste
01-03-2019,177.6,Renewable,Telangana,BioTotal
01-03-2019,3519.27,Renewable,Telangana,SolarGround
01-03-2019,72.82,Renewable,Telangana,SolarRoofTop
01-03-2019,3592.09,Renewable,Telangana,SolarTotal
01-03-2019,3988.66,Renewable,Telangana,TotalCapacity
01-03-2019,0,Renewable,Telangana,BioWasteOffgrid
01-03-2019,0,Renewable,Telangana,SolarOffgrid
01-03-2019,0,Renewable,Telangana,SolarinHybrid
01-03-2019,0,Renewable,Telangana,SolarGroundSolar
01-03-2019,0,Renewable,Telangana,SolarRooftopSolar
01-03-2019,0,Renewable,Telangana,SolarHybridSolarComp
01-03-2019,0,Renewable,Telangana,SolarOffgridSolar
01-03-2019,16.01,Renewable,Tripura,SmallHydro
01-03-2019,0,Renewable,Tripura,Wind
01-03-2019,0,Renewable,Tripura,BioBagasseCogen
01-03-2019,0,Renewable,Tripura,BioOtherCogen
01-03-2019,0,Renewable,Tripura,BioWaste
01-03-2019,0,Renewable,Tripura,BioTotal
01-03-2019,5,Renewable,Tripura,SolarGround
01-03-2019,0.09,Renewable,Tripura,SolarRoofTop
01-03-2019,5.09,Renewable,Tripura,SolarTotal
01-03-2019,21.1,Renewable,Tripura,TotalCapacity
01-03-2019,0,Renewable,Tripura,BioWasteOffgrid
01-03-2019,0,Renewable,Tripura,SolarOffgrid
01-03-2019,0,Renewable,Tripura,SolarinHybrid
01-03-2019,0,Renewable,Tripura,SolarGroundSolar
01-03-2019,0,Renewable,Tripura,SolarRooftopSolar
01-03-2019,0,Renewable,Tripura,SolarHybridSolarComp
01-03-2019,0,Renewable,Tripura,SolarOffgridSolar
01-03-2019,25.1,Renewable,Uttar Pradesh,SmallHydro
01-03-2019,0,Renewable,Uttar Pradesh,Wind
01-03-2019,1957.5,Renewable,Uttar Pradesh,BioBagasseCogen
01-03-2019,158.01,Renewable,Uttar Pradesh,BioOtherCogen
01-03-2019,0,Renewable,Uttar Pradesh,BioWaste
01-03-2019,2115.51,Renewable,Uttar Pradesh,BioTotal
01-03-2019,844,Renewable,Uttar Pradesh,SolarGround
01-03-2019,116.1,Renewable,Uttar Pradesh,SolarRoofTop
01-03-2019,960.1,Renewable,Uttar Pradesh,SolarTotal
01-03-2019,3100.71,Renewable,Uttar Pradesh,TotalCapacity
01-03-2019,0,Renewable,Uttar Pradesh,BioWasteOffgrid
01-03-2019,0,Renewable,Uttar Pradesh,SolarOffgrid
01-03-2019,0,Renewable,Uttar Pradesh,SolarinHybrid
01-03-2019,0,Renewable,Uttar Pradesh,SolarGroundSolar
01-03-2019,0,Renewable,Uttar Pradesh,SolarRooftopSolar
01-03-2019,0,Renewable,Uttar Pradesh,SolarHybridSolarComp
01-03-2019,0,Renewable,Uttar Pradesh,SolarOffgridSolar
01-03-2019,214.32,Renewable,Uttarakhand,SmallHydro
